Company Name,Location,NAICS,Business Description,Month Announced,New/Expansion,New Jobs,Investment (MM$)
Mil-tek USA*,Loudoun County,493110,N.A. HQ; distributes balers and compactors,5/1/2011 12:00:00 AM,E,15,0
MSI Southland,Virginia Beach,339991,Plastic injection molding; gaskets and other sealing devices,5/1/2011 12:00:00 AM,E,0,0.1
"NGK-Locke, Inc.*",Virginia Beach,335932,Polymer insulators,5/1/2011 12:00:00 AM,E,0,0.5
AECOM Technology Corporation,Arlington County,541330,"Engineering, technical, and management support services",5/1/2011 12:00:00 AM,E,104,0
"Creative Computing Solutions, Inc.",Arlington County,541512,Management and IT consulting services,5/1/2011 12:00:00 AM,E,35,0
"Promontory Interfinancial Network, LLC",Arlington County,551114,HQ; member network of FDIC-insured institutions,5/1/2011 12:00:00 AM,E,50,0
Bay Disposal and Recycling,Hampton,562920,Materials recovery facility,5/1/2011 12:00:00 AM,N,65,14.5
CarePoint Medical,Henrico County,493110,HQ; Distributes shoes for diabetic patients and other medical supplies,5/1/2011 12:00:00 AM,E,50,0
"EIMSKIP USA, Inc.*",Virginia Beach,488510,U.S. HQ; global shipping and logistics provider,5/1/2011 12:00:00 AM,E,5,0.15
Urology of Virginia,Virginia Beach,541711,Chemotherapeutic treatment and medical device R&D,5/1/2011 12:00:00 AM,E,87,11.5
Ampcus Inc.,Fairfax County,541512,Provides technology consulting and related IT services,5/1/2011 12:00:00 AM,E,20,0.2
"Martin-Brower Company, L.L.C.",Prince William County,493110,McDonaldâ€™s restaurant supplier,5/1/2011 12:00:00 AM,E,55,32.5
Applied Process Technology International LLC*,James City County,541330,Biofuels/ethanol technology and engineering firm,5/1/2011 12:00:00 AM,E,30,0.35
"Cadence, Inc.",Staunton,332212,Micro-scale precision-cutting tools for medical and industrial use,5/1/2011 12:00:00 AM,E,65,15.9
U.S. Information Technologies Corporation,Fairfax County,541512,Oracle-based information technology solutions provider,5/1/2011 12:00:00 AM,E,40,0.25
"Kruger, Inc.*",Portsmouth,493190,"Mid-Atlantic operations; warehouse, pulp and paper import/export",5/1/2011 12:00:00 AM,N,0,25
Immigration Centers of America,Prince Edward County,928120,Immigration detention facility,5/1/2011 12:00:00 AM,E,106,0.5
International Student Exchange Programs (ISEP),Arlington County,813410,"HQ: Global student exchange consortium, worldwide network of higher education institutions",5/1/2011 12:00:00 AM,N,47,0
"Precision Technology USA, Inc.",Roanoke City,333995,Manufactures industrial linear motion actuators,4/1/2011 12:00:00 AM,E,26,0.2
"Integrated Textile Solutions, Inc.",Salem,314999,"Manufactures industrial, military, and specialty textile products and apparel",4/1/2011 12:00:00 AM,E,21,0.2
"Innovative Refrigeration Systems, Inc.",Augusta County,333415,Customized turnkey industrial refrigeration systems,4/1/2011 12:00:00 AM,E,30,1
Jim Carpenter Company,Spotsylvania County,493110,Building materials supplier,4/1/2011 12:00:00 AM,E,25,0.4
Beautiful Homes Supply,Spotsylvania County,493110,Lumber building materials supplier,4/1/2011 12:00:00 AM,E,17,1.2
"Advanced Quality Coatings, LLC",Amherst County,332812,Powder coatings,4/1/2011 12:00:00 AM,E,10,0.1
"McKean Defense Group, LLC",Portsmouth,541512,Naval engineering and information technology services,4/1/2011 12:00:00 AM,E,25,0
CDYNE Corporation,Chesapeake,541512,Web service solutions provider; open standard based applications,4/1/2011 12:00:00 AM,E,88,0.1
Novonics Corporation,Virginia Beach,541512,"Management support, systems engineering, software development, test/evaluation services",4/1/2011 12:00:00 AM,E,12,0.05
"Digital Realty Trust, Inc.",Loudoun County,518210,Data center,4/1/2011 12:00:00 AM,E,10,0
"South Boston Energy, LLC",Halifax County,221112,Biomass electric generating facility; burn wood byproducts to generate electricity,4/1/2011 12:00:00 AM,N,26,165
Flexicell,Hanover County,333922,Robotic material handling systems,4/1/2011 12:00:00 AM,E,20,0.1
"Banker Steel Company, LLC",Lynchburg,332312,Fabricates structural steel,4/1/2011 12:00:00 AM,E,100,1
JK Moving & Storage,Loudoun County,484210,HQ; Moving and storage; warehousing operations,4/1/2011 12:00:00 AM,E,129,1.25
Winchester Metals Inc.,Powhatan County,332312,"Metals processing, distribution, and service solutions",4/1/2011 12:00:00 AM,E,10,0.95
ICF International,Henry County,541611,Operations center for business process management,4/1/2011 12:00:00 AM,N,539,15
"Phoenix Packaging Operations, LLC*",Pulaski County,326112,N.A. HQ; Manufactures thermoformed rigid plastic packaging,4/1/2011 12:00:00 AM,E,100,17.5
Adaptive Methods,Fairfax County,334511,Sensor processing and computing architecture products,4/1/2011 12:00:00 AM,E,15,0.25
Cuore,Chesterfield County,561422,Call center; sales and customer service,4/1/2011 12:00:00 AM,N,772,0.23
Analogic Corporation,Albemarle County,334510,Portable ultrasound devices,4/1/2011 12:00:00 AM,E,38,0.0725
"CyberData Technologies, Inc.",Fairfax County,541512,Information system solutions for the government and commercial sectors,4/1/2011 12:00:00 AM,E,120,0.125
"Soft Tech Consulting, Inc.",Fairfax County,541511,"Provides information technology services, software solutions",4/1/2011 12:00:00 AM,E,284,0.3
"Ashbury International Group, Inc.",Greene County,333314,"Develops/builds laser range finders, night vision devices, optical products",4/1/2011 12:00:00 AM,E,16,3.75
"MicroAutomation, Inc.",Fairfax County,561422,Integrated technology solutions for call centers,4/1/2011 12:00:00 AM,E,27,0.5227
Dominion Energy Virginia,Hopewell,221112,Electric power generation; biomass,4/1/2011 12:00:00 AM,E,0,55
Dominion Energy Virginia,Southampton County,221112,Electric power generation; biomass,4/1/2011 12:00:00 AM,E,0,55
Acoustical Sheetmetal Inc.,Virginia Beach,332322,Manufactures sound attenuated enclosures and fuel tanks,4/1/2011 12:00:00 AM,E,20,0.23
"Allied Technology Group, Inc.",Virginia Beach,541330,Provides engineering and information management solutions,4/1/2011 12:00:00 AM,E,50,0.69
Ultralife Corporation,Virginia Beach,334290,"Designs, develops and manufactures tactical communications products",4/1/2011 12:00:00 AM,E,15,0.075
Worldwide Services,Virginia Beach,336391,Manufactures after-market parts for DoD vehicles,4/1/2011 12:00:00 AM,N,8,0.2
GEICO Corporation,Virginia Beach,561422,Call center; insurance policies,4/1/2011 12:00:00 AM,E,285,1
Columbia Sportswear,Virginia Beach,493110,Apparel distribution,4/1/2011 12:00:00 AM,N,10,0.1
"Alakai, LLC",Fairfax County,541512,Systems engineering and integration; software design and development,4/1/2011 12:00:00 AM,E,50,0.15
"Corsec Security, Inc.",Fairfax City,541512,Provides FIPS 140-2 and Common Criteria documentation and consulting services,4/1/2011 12:00:00 AM,E,24,0.288
"Creative Information Technology, Inc.",Fairfax County,541512,"Program management, design, implementation, data migration",4/1/2011 12:00:00 AM,E,218,0.4
"Entourage Systems, Inc.",Fairfax County,541511,Digital electronics and communications,4/1/2011 12:00:00 AM,E,43,1
In-Depth Engineering Corporation,Fairfax City,541511,"Tactical software for U.S. submarines, surface ships, and surveillance platforms",4/1/2011 12:00:00 AM,E,17,0.2
IP Network Solutions,Fairfax County,541512,Provides information technology solutions and services to the federal government,4/1/2011 12:00:00 AM,E,100,1.6
Applied Felts*,Henry County,325211,Manufactures felt liners for the cured-in-place-pipe industry,4/1/2011 12:00:00 AM,E,40,6
Hobsons Inc.*,Arlington County,541511,Provides technology solutions and software for the education industry,4/1/2011 12:00:00 AM,E,65,1.516
Land Design Consultants,Prince William County,541330,"Land planning, civil engineering and surveying",4/1/2011 12:00:00 AM,E,0,3.5
LanTech,Fairfax County,541512,Systems integration; IT services,4/1/2011 12:00:00 AM,E,20,0.25
"Washington Square Associates, Inc.",Stafford County,541512,Integrates and manages technology solutions,4/1/2011 12:00:00 AM,E,25,0.2
KITCO Fiber Optics,Virginia Beach,334417,Fiber optic connectorization products,4/1/2011 12:00:00 AM,E,128,0.1
Phthisis Diagnostics,Charlottesville,325413,Research and development; develops molecular diagnostic tests,4/1/2011 12:00:00 AM,E,6,0.127
ZyGEM (Microlab Facility)*,Charlottesville,325413,Biotechnology; DNA extraction and testing solutions,4/1/2011 12:00:00 AM,E,15,1.6
Advanced Logic Industries,Bedford County,541512,Technology consulting and systems integration,4/1/2011 12:00:00 AM,E,5,0.1
Digital Intelligence Systems Corporation,Fairfax County,541512,HQ; technology and business services consulting,4/1/2011 12:00:00 AM,E,282,1
"SDV Solutions, Inc.",James City County,541512,Provides information technology services to the federal government,4/1/2011 12:00:00 AM,E,50,0
"Genesis Products, Inc.",Charlotte County,321918,"Manufactures doors, cabinet parts, moldings, and wood panels",4/1/2011 12:00:00 AM,E,150,2.5
Bay Diesel & Generator,Chesapeake,493110,Supplier of diesel engine parts and power generator parts,4/1/2011 12:00:00 AM,E,18,1
BMZ*,Virginia Beach,335911,U.S. HQ; rechargeable batteries,4/1/2011 12:00:00 AM,N,50,0.5
GE Information Security Technology Center,Henrico County,541512,"Cyber security, network design, data management, and application development",4/1/2011 12:00:00 AM,N,200,2.5
"CCS, Inc.",Montgomery County,334111,"Designs, manufactures, and integrates industrial and embedded computers",4/1/2011 12:00:00 AM,E,40,1
MicroAire,Albemarle County,339112,Designs and manufactures surgical products,4/1/2011 12:00:00 AM,E,51,8
"Hilex Poly Company, LLC",Henrico County,326111,Manufactures plastic bags,4/1/2011 12:00:00 AM,E,0,0.75
Simplexity,Fairfax County,541512,Online cellular phone retailer; technology solutions for cellular phone carriers,4/1/2011 12:00:00 AM,E,109,2.5
"CC Pace Systems, Inc.",Fairfax City,541512,Business and technology consulting,4/1/2011 12:00:00 AM,E,18,0.864
"Avid Technology Professionals, LLC",Fairfax County,541512,Software and systems engineering; acquisition program management services,4/1/2011 12:00:00 AM,N,50,0.25
Telvista Inc.*,Danville,561422,"Call center, customer services",4/1/2011 12:00:00 AM,E,100,0
Pace Harmon,Fairfax County,541611,Provides consulting and advisory services,4/1/2011 12:00:00 AM,E,45,0.5
"Centrifuge Systems, Inc.",Fairfax County,541511,Data visualization and business intelligence software,4/1/2011 12:00:00 AM,E,60,0.6
"Catapult Consultants, LLC",Arlington County,541512,Information technology and financial management services,4/1/2011 12:00:00 AM,E,100,0.225
Dominion Energy Virginia,Campbell County,221112,Electric power generation; biomass,4/1/2011 12:00:00 AM,E,0,55
"CBN Secure Technologies, Inc.*",Danville,323115,"High-tech printing, produces secure Virginia driverâ€™s licenses and ID cards",3/1/2011 12:00:00 AM,E,25,1.1
Drake Extrusion Ltd.*,Henry County,314110,Polypropylene fibers,3/1/2011 12:00:00 AM,E,37,1.25
Prime Photonics,Montgomery County,334511,Designs and manufactures photonic sensor systems,3/1/2011 12:00:00 AM,E,36,0
Decision Lens,Arlington County,541511,Software development,3/1/2011 12:00:00 AM,E,40,0.2
"Sevatec, Inc.",Fairfax County,541512,Management and technology consulting services,3/1/2011 12:00:00 AM,E,70,0
"Modern Technology Solutions, Inc.",Fairfax County,541330,"HQ; aerospace engineering, Department of Defense contractor",3/1/2011 12:00:00 AM,E,25,0
Standard Performance Evaluation Corporation,Prince William County,813920,Membership association; sets benchmarks to be applied to new computers,3/1/2011 12:00:00 AM,N,5,0.22
Air Liquide*,Fairfax County,424690,"Produces and distributes gases for industrial, health care and energy concerns",3/1/2011 12:00:00 AM,N,11,0
"iCORE, Inc",Fairfax County,517110,Voice over private internet services provider,3/1/2011 12:00:00 AM,E,66,0
"Comsonics, Inc.",Harrisonburg,334515,"Leakage detection, installation meters, system integrity systems",3/1/2011 12:00:00 AM,E,60,0.5
RADVA CORP.,Radford,326140,Manufactures protective packaging and shape-molded foam products,3/1/2011 12:00:00 AM,E,0,0.5
"Cyber Defense Solutions, LLC",Fairfax City,541512,"IT services, cyber security",3/1/2011 12:00:00 AM,E,125,0.3
Daon,Fairfax County,541511,Identity assurance software and services,3/1/2011 12:00:00 AM,E,16,0.1
Clearsoft Inc.,Fairfax County,541512,"IT services, system and application development",3/1/2011 12:00:00 AM,E,50,0.1
Virginia Forge Company,Botetourt County,332111,Automotive wheel bearing braces,3/1/2011 12:00:00 AM,E,33,1
Tenneco Inc.,Harrisonburg,336399,Automotive exhaust systems,3/1/2011 12:00:00 AM,E,58,3.2
"Koniag Services, Inc.",Fairfax County,541512,Information technology services and solutions,3/1/2011 12:00:00 AM,E,45,32
Modea,Montgomery County,541810,Designs product-focused media; advertising agency,3/1/2011 12:00:00 AM,E,200,10
Katoen Natie*,Norfolk,493110,Warehousing and distribution,3/1/2011 12:00:00 AM,N,225,12
Reiss Manufacturing,Nottoway County,326299,"Silicone rubber, plastic molded products; shielding material",3/1/2011 12:00:00 AM,E,50,0
GEICO Corporation,Stafford County,561422,Call center; insurance policies,3/1/2011 12:00:00 AM,E,280,0
Scientific Research Corporation,Chesapeake,541330,Engineering services; hardware/software development,3/1/2011 12:00:00 AM,E,89,2.1997
"Phacil, Inc.",Arlington County,541512,"IT services, facilities management support, business operations support",3/1/2011 12:00:00 AM,E,15,0
Vorsight,Arlington County,541613,"Sales prospecting training consulting, meeting planning",3/1/2011 12:00:00 AM,E,15,0
"PPI-Time Zero, Inc.",Waynesboro,334419,"Electronic manufacturing services for the defense, aerospace, medical, and industrial markets",3/1/2011 12:00:00 AM,N,65,1.15
"Qualtrax, Inc.",Montgomery County,541511,Compliance management software,3/1/2011 12:00:00 AM,E,10,1
"FoxGuard Solutions, Inc.",Montgomery County,541512,Provides compliance and cyber security solutions to critical infrastructure and key resources sectors,3/1/2011 12:00:00 AM,E,20,1
Carbonite Corporation of Virginia,Wise County,324199,Manufactures carbonite,3/1/2011 12:00:00 AM,N,35,20
CoreSite,Fairfax County,518210,Data center,3/1/2011 12:00:00 AM,E,0,30.5
Sapient Corporation,Arlington County,541613,Global marketing and technology services,3/1/2011 12:00:00 AM,E,75,0
Brown and Caldwell,Virginia Beach,541330,Engineering consulting for the U.S. environmental sector,3/1/2011 12:00:00 AM,E,22,0.25
CDI Marine Company,Virginia Beach,541330,Marine engineering services,3/1/2011 12:00:00 AM,E,25,0.1
Capital Legal Solutions,Fairfax County,541512,Provides technology services to the legal community,3/1/2011 12:00:00 AM,E,13,0
MaxID Corp.,Fairfax County,334111,"HQ; Identity and security solutions provider; mobile, hand-held computers",3/1/2011 12:00:00 AM,N,17,0
Electronic Consulting Services,Fairfax County,541512,System engineering and information technology services,3/1/2011 12:00:00 AM,E,35,0
U.S. Department of State,Arlington County,928120,U.S. Department of State,3/1/2011 12:00:00 AM,E,300,0
Cobham Sensor Systems*,Montgomery County,336413,Integrated assemblies and subsystems for military aircraft ground vehicles,2/23/2011 12:00:00 AM,E,0,3
Axalta Coating Systems,Warren County,325510,Manufactures high technology paint for automotive aftermarket,2/7/2011 12:00:00 AM,E,0,3.7
"Atlas, an Americold subsidiary",Roanoke County,493120,Warehouse/distribution; refrigerated foods,2/1/2011 12:00:00 AM,E,40,2.678
StampTech Inc.,Chesterfield County,332116,Metal stamping and tooling,2/1/2011 12:00:00 AM,E,50,2
Criterion Systems,Fairfax County,541512,Information technology and systems integration services,2/1/2011 12:00:00 AM,E,100,0.1
Johnston McLamb,Fairfax County,541512,"Visual business intelligence, data visualization, and geospatial applications",2/1/2011 12:00:00 AM,E,65,0.1
BookKeeping Express,Fairfax County,551114,Corporate HQ; bookkeeping services and financial intelligence consulting,2/1/2011 12:00:00 AM,E,19,0.1
UnitedHealth Group,Roanoke City,561422,Customer support center; health insurance provider,2/1/2011 12:00:00 AM,E,125,7
Fostek Corporation,Bedford County,326299,"Plastic and rubber blended, closed-cell foams",2/1/2011 12:00:00 AM,E,17,1.5
BimmerWorld,Pulaski County,493110,Distributes specialized automotive racing parts and equipment,2/1/2011 12:00:00 AM,E,36,2.5
Hilton Worldwide,Fairfax County,551114,Corporate HQ; hotels,2/1/2011 12:00:00 AM,E,100,1.8
Engility,Portsmouth,541512,End-to-end systems engineering and analytics,2/1/2011 12:00:00 AM,E,30,0
"FreightCar America, Inc.",Roanoke City,336510,Manufactures railroad freight cars,2/1/2011 12:00:00 AM,E,200,0
"RightNow Technologies, Inc.",Fairfax County,541512,Provides customizable applications platforms,2/1/2011 12:00:00 AM,E,19,0
Dynax America Corporation*,Botetourt County,336350,Automobile transmission parts,2/1/2011 12:00:00 AM,E,95,15.661
"J.Crew Group, Inc.",Lynchburg,493110,Distribution operation/mail order facility; clothing and apparel,2/1/2011 12:00:00 AM,E,177,20.3
Envictus Corporation,Fairfax County,541511,Self-management and college/career readiness testing software,2/1/2011 12:00:00 AM,E,31,0
American Wood Finishing Institute,Halifax County,541720,"Research and development for industries that use woods, plastics, and metals",2/1/2011 12:00:00 AM,N,21,2.3
H. B. Hunter Co.,Norfolk,311999,Manufactures chocolate and dessert toppings,2/1/2011 12:00:00 AM,E,0,0.5
Independent Container Line,Henrico County,483111,Corporate HQ; Container shipping services,2/1/2011 12:00:00 AM,E,0,2.3
Dominion Due Diligence Group,Henrico County,541330,"Environmental, engineering and energy due diligence services",2/1/2011 12:00:00 AM,E,28,2.35
National White Collar Crime Center,Henrico County,813920,Professional membership association; prevention of economic and cyber crime,2/1/2011 12:00:00 AM,E,4,1.31
Maxx Performance,Roanoke City,325199,Food formulation technologies; R&D of flavoring ingredients,2/1/2011 12:00:00 AM,N,15,0.7
Enviva LP,Chesapeake,493130,Storage and distribution of wood biomass products,2/1/2011 12:00:00 AM,N,24,11.7
Farm Fresh Food & Pharmacy,Virginia Beach,551114,HQ: grocery store chain,2/1/2011 12:00:00 AM,E,0,0.1
Fulcrum Corporation,Arlington County,541512,"Technology solutions, systems integration, program management",2/1/2011 12:00:00 AM,E,25,0
General Dynamics Armement and Technical Products,Smyth County,336413,"provides information technology, systems engineering, professional services, and simulation and training to customers in the defense, federal civilian government, health, homeland security, intelligence, state and local government",1/13/2011 12:00:00 AM,E,500,0.5
"MGC Advanced Polymers, Inc.*",Chesterfield County,325211,Manufactures resins and plastic materials,1/11/2011 12:00:00 AM,E,0,1.7
Klöckner Pentaplast of America Inc.,Louisa County,326113,Manufactures plastic film,1/1/2011 12:00:00 AM,E,33,0
Klöckner Pentaplast of America Inc.,Wythe County,326113,Rigid plastic films,1/1/2011 12:00:00 AM,E,42,10
Midwest Research Institute,Albemarle County,541720,Contract research for government and industry,1/1/2011 12:00:00 AM,N,17,4.9429
"CyberData Technologies, Inc.",Fairfax County,541512,Information system solutions for the government and commercial sectors,1/1/2011 12:00:00 AM,E,11,0.12
"Wood Fuel Developers, LLC",Sussex County,321113,Manufactures wood pellets,1/1/2011 12:00:00 AM,E,28,8.6
Oshkosh Defense,Stafford County,541614,Customer service and support of tactical military trucks and armored wheeled vehicles operations,1/1/2011 12:00:00 AM,N,6,0.45
Belvac Production Machinery,Lynchburg,333993,Manufactures motion rotary machinery for food and beverage industry,1/1/2011 12:00:00 AM,E,60,4.5
"Efficiency Management, LLC",Colonial Heights,332313,Manufactures aluminum cups for pharmaceutical industry,1/1/2011 12:00:00 AM,E,12,0.1
Toray Plastics Inc.*,Warren County,326150,Manufactures polyolefin foams for the automotive and flooring markets,1/1/2011 12:00:00 AM,E,0,2.4
Dixon Hughes Goodman LLP,Henrico County,541611,Business consulting services,1/1/2011 12:00:00 AM,E,10,0
Space Exploration Technologies (SpaceX),Fairfax County,541611,"Government affairs work: insurance, export controls, regulations and securities",1/1/2011 12:00:00 AM,N,20,0
"Genworth Financial, Inc.",Lynchburg,561422,Life insurance; call center,1/1/2011 12:00:00 AM,E,30,0
"Commonwealth Laminating & Coating, Inc.",Henry County,326130,HQ; Solar-control window films and high-performance coatings,1/1/2011 12:00:00 AM,E,10,0.5
Technica Corporation,Loudoun County,541512,"IT solutions, systems engineering, information assurance, software development",1/1/2011 12:00:00 AM,E,25,0
"Shenandoah Growers, Inc.",Rockingham County,111419,HQ; Herb growing and herb brokerage,1/1/2011 12:00:00 AM,E,31,3
Roslyn Coverters Inc.*,Colonial Heights,322121,Manufactures paper used in cigarettes,1/1/2011 12:00:00 AM,E,16,4.75
"Canatal Steel USA, Inc.*",Botetourt County,332312,Fabricates and installs steel beams,1/1/2011 12:00:00 AM,N,100,2.5
"Sykes Enterprises, Inc.",Wise County,561422,Customer technical support inbound call center,1/1/2011 12:00:00 AM,E,115,0
Intellectus,Prince William County,541611,"Program integration, project management, technology and consulting services",1/1/2011 12:00:00 AM,E,0,0.3
Comcast Corporation,Prince William County,561422,Call center; telecommunications,1/1/2011 12:00:00 AM,E,50,0
Dynamics Research Corp.,Arlington County,541512,"Management consulting, engineering and technology solutions",1/1/2011 12:00:00 AM,E,150,0
WestRock Co.,Richmond City,551114,Corporate HQ; Packaging solutions and products,1/1/2011 12:00:00 AM,E,25,0
Ashland Inc.,Hopewell,325998,Specialty chemicals,1/1/2011 12:00:00 AM,E,15,39.2
"CPS Professional Services, LLC",Fairfax County,541511,Custom computer programming services,1/1/2011 12:00:00 AM,E,140,1.2023
"Ashworth Bros., Inc.",Winchester,332618,Manufactures metal and plastic belting for conveying,1/1/2011 12:00:00 AM,E,0,1
"Gibbs & Cox, Inc.",Arlington County,541330,HQ; U.S. naval architecture and marine engineering,1/1/2011 12:00:00 AM,E,30,0
Towne Insurance,Virginia Beach,551114,Subsidiary HQ; multi-state insurance,1/1/2011 12:00:00 AM,E,15,0.1
NetWitness Corporation,Fairfax County,541512,Network security monitoring platform,1/1/2011 12:00:00 AM,E,50,5.5
"Scholle Packaging, Inc.",Smyth County,326199,Manufactures plastic bag-in-box packaging,1/1/2011 12:00:00 AM,E,25,1.5
Massimo Zanetti Beverage USA*,Suffolk,311920,Coffee roasting,12/20/2010 12:00:00 AM,E,0,2
O'Sullivan Films Corporation*,Winchester,326113,"Vinyl, polymer, alloy sheets, and films",12/20/2010 12:00:00 AM,E,0,2.0005
"Merit Medical Systems, Inc.",Chesterfield County,339112,Proprietary disposable medical device manufacturing,12/17/2010 12:00:00 AM,E,0,1.1
"Ross Industries, Inc.",Fauquier County,333294,Design and manufacturer of commercial food processing and packaging equipment,12/17/2010 12:00:00 AM,,0,0.85
"TRW Automotive US, LLC*",Smyth County,336330,Steering component manufacturing,12/14/2010 12:00:00 AM,E,0,12
Excella Consulting,Arlington County,541512,Business and technology consulting,12/1/2010 12:00:00 AM,E,75,0
"ASM Research, Inc.",Fairfax County,541512,Information technology and systems engineering solutions,12/1/2010 12:00:00 AM,E,200,48
"Qlarion, Inc.",Fairfax County,518210,Business intelligence and data management solutions,12/1/2010 12:00:00 AM,E,30,0.1908
Unissant,Fairfax County,541512,"Information management, enterprise solutions, information security",12/1/2010 12:00:00 AM,E,14,0.25
Brillient Corporation,Fairfax County,541512,"Management consulting, IT services",12/1/2010 12:00:00 AM,E,57,0.16
"Unicorn Group, LLC",Fairfax County,541611,Business development and management consulting,12/1/2010 12:00:00 AM,E,20,0.125
RANDAL,Prince William County,541720,Land development engineering; defense R&D,12/1/2010 12:00:00 AM,N,0,8.5
"ScienceLogic, Inc.",Fairfax County,541512,HQ; IT operations and Cloud Monitoring solutions provider,12/1/2010 12:00:00 AM,E,90,0
AT&T Government Solutions,Fairfax County,541512,"HQ; IT solutions for federal, state, and local government",12/1/2010 12:00:00 AM,E,41,0
"American Mine Research, Inc.",Bland County,334513,Monitoring and control electronics manufacturing for the mining industry,12/1/2010 12:00:00 AM,E,11,0.8
L-3 Global Security & Engineering Solutions,Fairfax County,541512,"Technical, analytical, operational, and security services",12/1/2010 12:00:00 AM,E,88,0
Primatics Financial,Fairfax County,541512,Software solutions and professional services,12/1/2010 12:00:00 AM,E,45,0
Pervazive*,Fairfax County,541512,Information technology solutions,12/1/2010 12:00:00 AM,N,10,0
"NII Holdings, Inc.",Fairfax County,551114,HQ; wireless communications,12/1/2010 12:00:00 AM,E,30,0
Near Infinity Corporation,Fairfax County,541512,Mobile and big data technology solutions,12/1/2010 12:00:00 AM,E,14,0
"NavigationArts, LLC",Fairfax County,541511,Web and application design and development,12/1/2010 12:00:00 AM,E,29,0
InfoReliance Corporation,Fairfax County,541512,Information technology consulting,12/1/2010 12:00:00 AM,E,90,0
CR Software,Fairfax County,541511,Collections recovery and debt management platforms,12/1/2010 12:00:00 AM,E,20,0
U.S. Information Technologies Corporation,Fairfax County,541512,Oracle-based information technology solutions provider,12/1/2010 12:00:00 AM,E,20,0
Sagent Partners,Fairfax County,541512,Information technology lifecycle management support,12/1/2010 12:00:00 AM,E,35,0
Hitachi Consulting Corporation*,Fairfax County,541512,Business and IT strategies and solutions,12/1/2010 12:00:00 AM,E,10,0
"AppAssure Software, Inc.",Fairfax County,541511,Backup and disaster recovery software,12/1/2010 12:00:00 AM,E,60,0
E&R Media,Fairfax County,516110,Internet news publisher,12/1/2010 12:00:00 AM,N,16,0
Digital Intelligence Systems Corporation,Fairfax County,541512,HQ; technology and business services consulting,12/1/2010 12:00:00 AM,E,80,0
"CACI International, Inc.",Fairfax County,541512,Information technology consulting,12/1/2010 12:00:00 AM,E,225,0
"Solutionz Conferencing, Inc.",Williamsburg,561499,Videoconferencing solutions,12/1/2010 12:00:00 AM,E,19,2
"PPD, Inc.",Henrico County,541711,"Drug discovery, development, and lifecycle management services",12/1/2010 12:00:00 AM,E,190,28.002
Wells Fargo,Henrico County,561422,Call center; customer service,12/1/2010 12:00:00 AM,E,220,0
Wells Fargo,Roanoke County,561422,Call center; customer service,12/1/2010 12:00:00 AM,E,100,0
McDonough Bolyard Peck,Chesapeake,541330,"Engineering services, construction management consulting",12/1/2010 12:00:00 AM,E,0,1.48
Multivision Inc.,Fairfax County,541512,IT solutions,12/1/2010 12:00:00 AM,E,90,0.2
Dove Vinyl Windows,Pulaski County,326121,Manufactures vinyl windows,12/1/2010 12:00:00 AM,N,100,2
Consolidated Glass and Mirror Corporation,Galax,327215,Solar energy glass products,12/1/2010 12:00:00 AM,E,40,2.1
EURO-COMPOSITES Corporation*,Culpeper County,336413,Light-weight panel structures for aerospace industry,12/1/2010 12:00:00 AM,E,70,11.25
"Solution Matrix, Inc.",Franklin County,314912,HQ; cold-therapy canvas slings and wraps,12/1/2010 12:00:00 AM,N,80,2.25
A-T Solutions Inc.,Spotsylvania County,541690,Anti-terrorism technology/training provider to government and contractors,12/1/2010 12:00:00 AM,E,100,1
"Masland Anderson Information Services, LLC",Fairfax County,541511,Software development,12/1/2010 12:00:00 AM,E,12,0.2
AMERICAN SYSTEMS Corporation,Prince William County,541330,Systems engineering services,12/1/2010 12:00:00 AM,E,0,0.4
American Type Culture Collection,Prince William County,541711,Biotechnology research,12/1/2010 12:00:00 AM,E,40,0
"Christopher Consultants, Ltd.",Prince William County,541330,"Civil engineering, land surveying/planning, landscape architecture",12/1/2010 12:00:00 AM,E,11,0
CSC,Prince William County,541512,Information technology consulting,12/1/2010 12:00:00 AM,E,15,0
Progeny Systems Corporation,Prince William County,541512,HQ; electronic systems development,12/1/2010 12:00:00 AM,E,50,0
SURVICE Engineering Company,Prince William County,541330,Engineering and computer science services,12/1/2010 12:00:00 AM,E,14,0
Vovici Corporation,Fairfax County,541511,Software for Web-based surveys,12/1/2010 12:00:00 AM,E,75,0
"OneVoice Communications, Inc.",Fairfax County,517110,"Voice, data, and other business communication services",12/1/2010 12:00:00 AM,E,9,0.11
"Kingfisher Systems, Inc.",Alexandria,541512,Provides national security support and technology-enabled services to the U.S. government,12/1/2010 12:00:00 AM,E,150,0.2
"Altec Industries, Inc.",Botetourt County,333120,Manufactures truck-mounted mobile equipment,12/1/2010 12:00:00 AM,E,42,1.5
Independence Homes LLC,Grayson County,321992,Modular homes and accessory dwelling unit manufacturing,12/1/2010 12:00:00 AM,N,42,1
LifeNet Health,Virginia Beach,551114,HQ; tissue and organ bank,12/1/2010 12:00:00 AM,E,35,20.6
"Valkyrie Enterprises, LLC",Virginia Beach,541330,"System engineering and acquisition support, readiness, modernization",12/1/2010 12:00:00 AM,E,70,0.05
"Lakeside Ready Mix, Inc.",Smyth County,327320,Concrete,12/1/2010 12:00:00 AM,E,7,0.945
